f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,contains_bug
19,6,63,309.13,27.18,3516.4,195.36,14,37,11,TRUE
18,4,48,225.62,15.93,3196.3,177.57,14,33,7,FALSE
4,1,11,34.87,17.43,69.74,3.87,2,6,1,FALSE
122,13,370,2139.1,36.71,124658.08,6925.45,82,240,25,FALSE
16,2,32,142.7,14.83,1373.5,76.31,8,21,3,FALSE
58,6,162,899.84,34.82,23257.49,1292.08,38,98,11,FALSE
31,3,87,438.86,40.42,4764.79,264.71,24,49,5,TRUE
10,1,36,150.12,14.7,1533.34,85.19,5,23,1,FALSE
45,9,195,1094.87,37.8,31713.43,1761.86,36,111,17,TRUE
69,7,172,915.37,40.38,20748.42,1152.69,47,104,13,TRUE
83,18,217,1218.39,62.16,23880.48,1326.69,55,119,35,TRUE
44,7,106,552.2,24.91,12240.48,680.03,34,64,13,TRUE
13,2,50,232.19,12.14,4440.69,246.7,8,32,3,FALSE
10,1,21,69.76,20.93,232.53,12.92,3,11,1,FALSE
26,3,44,193.26,23.62,1581.23,87.85,17,26,5,FALSE
4,1,12,41.51,11.86,145.3,8.07,2,8,1,FALSE
31,5,98,485.51,31.87,7396.91,410.94,25,61,9,TRUE
26,1,81,280.21,11.04,7110.43,395.02,15,52,1,FALSE
24,5,45,197.65,27.74,1408.29,78.24,15,26,9,TRUE
7,4,23,92,14.31,591.43,32.86,5,13,7,FALSE
118,14,452,2797.8,91.25,85782.57,4765.7,108,250,27,TRUE
349,73,1117,7904.8,122.55,509896.73,28327.6,308,631,145,FALSE
5,1,10,31.7,6.04,166.42,9.25,3,7,1,FALSE
31,4,107,576.98,28.15,11828.05,657.11,23,66,7,TRUE
23,5,81,408.6,26.5,6299.19,349.95,20,44,9,FALSE
5,1,4,8,5.33,12,0.67,2,3,1,FALSE
83,6,253,1482.07,51.13,42961.01,2386.72,62,134,11,FALSE
11,2,23,87.57,16.42,467.04,25.95,7,15,3,FALSE
95,11,0,0,0,0,0,0,0,21,FALSE
176,50,632,3873.71,66.89,224338.15,12463.23,139,410,99,FALSE
139,35,592,4081.73,96.33,172952.06,9608.45,110,329,69,TRUE
56,7,0,0,0,0,0,0,0,13,TRUE
53,3,154,835.64,55.9,12492.89,694.05,33,85,5,TRUE
13,4,41,185.47,21.25,1618.61,89.92,6,25,7,FALSE
15,2,19,70.31,13.39,369.12,20.51,7,10,3,TRUE
6,2,21,82.04,13.67,492.27,27.35,4,15,3,TRUE
57,12,216,1275.89,53.25,30572.25,1698.46,46,127,23,TRUE
62,6,138,782.79,72.26,8480.28,471.13,45,86,7,TRUE
272,28,985,6861.3,115.58,407298.3,22627.68,203,625,55,TRUE
13,2,30,125.1,43.37,360.86,20.05,7,15,3,TRUE
19,3,34,146.95,19.59,1102.09,61.23,13,24,5,TRUE
4,1,5,11.61,5.8,23.22,1.29,2,4,1,FALSE
19,6,0,0,0,0,0,0,0,11,FALSE
4,1,7,19.65,7.86,49.13,2.73,2,5,1,TRUE
18,1,16,64,21.33,192,10.67,14,6,1,TRUE
37,5,0,0,0,0,0,0,0,9,TRUE
32,3,0,0,0,0,0,0,0,5,FALSE
4,1,4,8,5.33,12,0.67,2,3,1,FALSE
41,2,72,342.35,37.55,3121.44,173.41,20,41,3,TRUE
110,15,0,0,0,0,0,0,0,29,TRUE
73,7,282,1548.7,72.8,32945.12,1830.28,62,165,13,TRUE
55,3,197,1117.47,108.64,11493.95,638.55,35,101,5,FALSE
35,8,69,331.71,13.66,8053.12,447.4,18,46,15,TRUE
20,11,128,685.77,37.6,12508.38,694.91,19,71,21,TRUE
31,2,84,399.41,44.38,3594.69,199.71,19,48,3,TRUE
149,31,1249,7803.66,92.87,655746.45,36430.36,86,944,61,FALSE
39,3,93,465,39.98,5408.68,300.48,27,59,5,TRUE
30,4,100,539.23,39.83,7300.37,405.58,26,56,7,FALSE
37,12,102,569.67,30.83,10526.44,584.8,28,68,21,FALSE
18,3,51,239.72,28.43,2021.66,112.31,14,28,5,FALSE
135,10,472,3438.71,49.81,237396.79,13188.71,96,319,11,TRUE
33,6,71,333.73,15.36,7249.38,402.74,23,48,11,FALSE
65,4,242,1417.63,67.03,29982.9,1665.72,44,148,7,TRUE
25,3,58,281.76,36.89,2152.36,119.58,18,33,5,FALSE
74,2,255,1400.42,71.32,27499.21,1527.73,54,147,3,FALSE
13,1,29,103.96,29.7,363.87,20.22,7,15,1,FALSE
21,2,47,228.33,35.58,1465.09,81.39,14,26,3,FALSE
26,3,87,369.57,20.79,6570.13,365.01,22,55,5,FALSE
47,7,191,1060.93,29.13,38635.41,2146.41,36,115,13,TRUE
39,6,88,423.05,28.71,6232.9,346.27,31,54,11,TRUE
21,3,40,166.8,9.16,3035.71,168.65,16,26,5,TRUE
61,8,166,932.04,32.68,26580.45,1476.69,43,96,12,TRUE
25,2,73,339,40.18,2860.33,158.91,17,43,3,TRUE
9,1,24,62.04,4.14,930.59,51.7,4,18,1,TRUE
10,2,21,82.04,22.38,300.83,16.71,5,10,3,FALSE
19,2,0,0,0,0,0,0,0,3,TRUE
26,2,89,413.3,23.2,7364.31,409.13,19,61,3,TRUE
25,7,0,0,0,0,0,0,0,13,FALSE
7,1,18,70.32,15.38,321.48,17.86,4,10,1,FALSE
155,11,267,1557.38,37.97,63876.98,3548.72,71,162,21,FALSE
76,2,232,1347.31,83.73,21679.38,1204.41,43,114,3,TRUE
130,11,493,3184.5,103.28,98188.74,5454.93,96,308,21,TRUE
31,3,105,534.18,45.42,6283.02,349.06,18,67,5,TRUE
115,14,301,1732.22,70.2,42742.56,2374.59,97,160,27,TRUE
8,1,24,79.73,9.76,651.1,36.17,5,17,1,FALSE
70,1,450,2860.9,168.57,48553.53,2697.42,52,252,1,TRUE
117,17,318,2094.02,66.48,65961.57,3664.53,88,192,26,TRUE
161,25,0,0,0,0,0,0,0,49,TRUE
69,7,156,861.68,37.68,19706.84,1094.82,33,91,13,FALSE
6,1,12,41.51,13.84,124.54,6.92,3,7,1,TRUE
12,1,24,96,19.2,480,26.67,8,14,1,FALSE
26,1,128,681.21,67,6925.6,384.76,19,67,1,FALSE
19,3,67,322.09,42.5,2441.12,135.62,15,35,5,FALSE
45,2,137,756.73,55.85,10252.44,569.58,30,73,3,TRUE
46,10,177,1008.98,29.45,34566.83,1920.38,40,103,19,TRUE
47,14,228,1252.14,24.43,64172.3,3565.13,41,146,27,FALSE
31,5,94,470,27.32,8086.76,449.26,16,55,9,FALSE
152,22,417,2581.16,50.59,131696.35,7316.46,109,253,41,TRUE
8,2,14,46.51,8.86,244.16,13.56,6,7,3,FALSE
94,13,0,0,0,0,0,0,0,25,TRUE
11,1,0,0,0,0,0,0,0,1,TRUE
11,5,41,170.97,18,1624.19,90.23,10,22,9,FALSE
49,13,162,850.16,36.72,19683.15,1093.51,35,91,25,FALSE
102,34,414,2528.93,87.92,72743.9,4041.33,74,251,67,TRUE
17,2,52,238.42,33.11,1716.61,95.37,14,28,3,FALSE
93,11,254,1475.07,58.85,36971.26,2053.96,58,139,21,FALSE
25,3,68,330.34,19.88,5488.77,304.93,15,41,5,FALSE
28,9,100,549.19,32.18,9370.47,520.58,24,61,17,TRUE
33,3,57,282.39,22.31,3573.99,198.55,17,30,5,TRUE
12,4,46,225.72,27.15,1876.27,104.24,8,27,7,TRUE
58,9,139,758.86,36.31,15860.19,881.12,44,84,15,TRUE
87,24,0,0,0,0,0,0,0,42,TRUE
44,2,117,679.46,42,10991.27,610.63,32,67,3,FALSE
12,4,39,168.56,24.08,1179.89,65.55,10,25,5,FALSE
21,2,65,312.48,38.79,2517.18,139.84,17,36,3,FALSE
30,11,113,593.02,19.83,17731.17,985.07,23,74,21,FALSE
4,1,7,19.65,6.55,58.95,3.28,2,6,1,TRUE
1532,263,4308,35928.07,106.5,12120796.16,673377.6,1339,2752,464,TRUE
20,3,48,217.13,24.55,1920.77,106.71,15,25,5,FALSE
225,43,737,4807.87,62.89,367569.05,20420.5,191,421,77,FALSE
23,2,71,311.85,22.13,4394.31,244.13,16,40,3,FALSE
25,1,0,0,0,0,0,0,0,1,FALSE
42,5,0,0,0,0,0,0,0,9,TRUE
13,1,24,93.77,31.26,281.3,15.63,7,12,1,FALSE
381,23,1104,7350.67,117.86,458427.08,25468.17,247,681,43,TRUE
12,2,24,91.38,8.31,1005.14,55.84,7,18,3,FALSE
27,8,204,1085.67,36.19,32570.2,1809.46,23,144,15,TRUE
70,12,0,0,0,0,0,0,0,23,TRUE
5,1,13,44.97,14.99,134.92,7.5,3,8,1,FALSE
38,3,139,780.44,59.97,10157.26,564.29,25,80,5,TRUE
27,9,139,682.06,30.09,15459.98,858.89,24,71,17,FALSE
5,1,17,60.94,17.41,213.31,11.85,3,10,1,FALSE
35,11,146,806.44,24.07,27015.74,1500.87,28,79,21,FALSE
11,1,19,70.31,20.51,241.06,13.39,6,11,1,FALSE
48,8,119,610.38,39.7,9384.66,521.37,29,78,15,FALSE
52,8,129,704.27,33.1,14986.79,832.6,41,73,15,TRUE
12,3,40,183.4,12.23,2750.98,152.83,9,25,5,TRUE
13,2,36,155.59,23.77,1018.4,56.58,8,20,3,FALSE
46,11,98,480.88,56.1,4121.79,228.99,29,58,21,FALSE
243,27,0,0,0,0,0,0,0,53,TRUE
78,2,237,1442.73,95.28,21845.09,1213.62,49,130,3,TRUE
322,82,2113,16357.72,83.89,3189755.94,177208.63,295,1438,147,TRUE
24,2,106,571.59,57.96,5637.02,313.17,19,62,3,TRUE
14,2,26,101.58,19.35,533.29,29.63,9,19,3,TRUE
8,1,0,0,0,0,0,0,0,1,FALSE
9,3,25,89.62,12.8,627.37,34.85,5,11,5,FALSE
17,1,9,27,10.8,67.5,3.75,3,6,1,FALSE
8,2,24,96,16.59,555.43,30.86,6,15,3,FALSE
9,2,34,146.95,25.66,841.6,46.76,5,20,3,FALSE
15,2,24,93.77,23.81,369.2,20.51,11,15,3,FALSE
4,1,12,41.51,13.84,124.54,6.92,2,7,1,FALSE
22,4,48,222.91,29.86,1663.83,92.43,13,29,7,TRUE
33,4,98,485.51,45.31,5201.91,288.99,29,53,7,TRUE
90,9,439,2835.69,92.71,86738.77,4818.82,80,232,17,FALSE
35,3,64,325.6,40.46,2620.29,145.57,15,38,5,FALSE
32,6,54,229.39,43.22,1217.52,67.64,24,31,11,TRUE
49,9,164,884.34,44.84,17439.19,968.84,39,106,17,TRUE
24,8,0,0,0,0,0,0,0,15,TRUE
129,14,506,3251.69,82.22,128601.67,7144.54,94,313,27,TRUE
45,4,88,418.43,29.06,6025.39,334.74,25,52,7,FALSE
21,2,62,298.06,32.9,2700.04,150,18,34,3,FALSE
11,2,34,149.34,39.82,560.02,31.11,11,19,3,FALSE
38,29,247,1245.97,36.86,42113.63,2339.65,28,143,57,TRUE
71,5,279,1680.24,77.97,36210.9,2011.72,55,147,9,TRUE
85,11,300,1710.13,72.26,40473.12,2248.51,57,158,21,FALSE
13,4,38,174.23,15.56,1951.36,108.41,8,22,7,FALSE
8,1,16,55.35,24.22,126.52,7.03,4,8,1,TRUE
36,4,106,552.2,37.8,8066.95,448.16,27,58,7,FALSE
76,5,288,1599.72,59.35,43121.91,2395.66,54,147,9,FALSE
153,18,0,0,0,0,0,0,0,35,TRUE
74,5,265,1635.03,56.72,47131.52,2618.42,62,163,9,TRUE
28,5,110,497.59,36.86,6717.49,373.19,22,68,9,TRUE
43,15,0,0,0,0,0,0,0,29,TRUE
65,5,0,0,0,0,0,0,0,9,TRUE
81,23,0,0,0,0,0,0,0,45,TRUE
13,2,15,47.55,23.77,95.1,5.28,8,10,3,TRUE
65,7,170,944.28,33.02,27006.41,1500.36,31,105,13,TRUE
124,18,429,2719.8,53.59,138029.63,7668.31,109,247,35,TRUE
219,40,545,3474.4,77.88,155000.02,8611.11,144,338,79,TRUE
44,13,0,0,0,0,0,0,0,25,FALSE
52,6,0,0,0,0,0,0,0,11,FALSE
10,2,15,55.51,13.88,222.03,12.33,6,10,3,FALSE
17,2,39,171.3,19.77,1484.6,82.48,11,26,3,TRUE
16,2,56,277.43,30.63,2513.23,139.62,10,34,3,FALSE
63,6,169,977.05,77.33,12344.19,685.79,47,95,11,TRUE
48,4,108,524.66,28.7,9591.48,532.86,31,63,7,FALSE
13,1,46,188.02,42.98,822.6,45.7,10,25,1,FALSE
10,3,0,0,0,0,0,0,0,5,FALSE
5,1,9,25.27,9.47,67.38,3.74,3,5,1,FALSE
14,1,34,144.43,20,1043.09,57.95,7,21,1,TRUE
16,1,50,216.1,27.8,1679.66,93.31,8,31,1,TRUE
106,8,252,1494.55,54.07,41310.78,2295.04,48,154,15,TRUE
45,5,148,835.29,45.69,15270.16,848.34,31,83,7,TRUE
9,2,52,235.23,23.33,2371.85,131.77,6,30,3,FALSE
63,13,161,868.16,45.96,16398.64,911.04,54,93,25,TRUE
64,8,0,0,0,0,0,0,0,15,FALSE
63,12,223,1295.04,66.02,25402.71,1411.26,48,133,23,TRUE
5,1,17,60.94,17.41,213.31,11.85,3,10,1,FALSE
143,22,0,0,0,0,0,0,0,43,TRUE
100,4,600,4233.17,241.31,74259.84,4125.55,98,324,7,FALSE
16,2,34,144.43,19.1,1092.25,60.68,10,23,3,FALSE
51,7,141,791.67,45.45,13788.32,766.02,32,86,13,TRUE
8,2,20,74.01,19.19,285.46,15.86,6,11,3,FALSE
22,2,66,320.63,34.98,2939.08,163.28,16,36,3,TRUE
7,2,12,39.86,10.63,149.49,8.3,5,7,3,TRUE
6,1,15,47.55,16.98,133.14,7.4,4,8,1,FALSE
19,2,60,240,15.56,3702.86,205.71,14,36,3,TRUE
84,13,222,1173.36,22.95,59979.37,3332.19,64,143,25,TRUE
22,2,0,0,0,0,0,0,0,3,TRUE
47,9,130,718.06,30.72,16784.72,932.48,30,79,17,TRUE
4,1,10,33.22,11.07,99.66,5.54,2,6,1,TRUE
68,4,0,0,0,0,0,0,0,7,TRUE
11,1,9,27,13.5,54,3,2,5,1,TRUE
19,5,0,0,0,0,0,0,0,9,FALSE
22,2,0,0,0,0,0,0,0,3,FALSE
20,10,77,338.21,15.37,7440.59,413.37,8,44,19,TRUE
20,3,38,174.23,17.34,1750.21,97.23,16,21,5,FALSE
24,10,84,374.59,24.97,5618.88,312.16,19,54,19,TRUE
17,4,54,244.27,14.28,4179.77,232.21,14,32,7,FALSE
106,12,288,1759.26,50.35,61473.97,3415.22,76,165,22,TRUE
31,4,104,524.62,26.5,10387.42,577.08,21,71,7,FALSE
4,1,7,18.09,9.05,36.19,2,2,5,1,FALSE
35,7,130,661.37,22.75,19230.61,1068.37,27,94,13,TRUE
8,3,19,74.23,12.37,445.39,24.74,5,11,5,FALSE
5,1,13,44.97,14.99,134.92,7.5,3,8,1,FALSE
8,3,20,80,13.71,466.67,25.93,6,13,5,FALSE
96,5,341,2117.42,73.77,60777.9,3376.55,63,186,9,TRUE
14,3,42,187.3,24.01,1460.91,81.16,10,29,5,TRUE
24,5,54,262.33,30.75,2238.01,124.33,20,33,6,TRUE
28,3,70,350,37.89,3232.89,179.61,20,43,5,TRUE
29,5,124,710.26,58.66,8599.93,477.77,25,68,9,TRUE
115,19,246,1326.51,42.62,41287.63,2293.76,76,163,37,TRUE
119,22,367,2202,49.17,98618.14,5478.79,92,196,43,TRUE
19,3,52,244.42,13.89,4301.84,238.99,13,30,5,FALSE
30,4,137,636.21,26.51,15269,848.28,24,105,5,FALSE
34,7,97,471.22,45.53,4877.17,270.95,29,51,13,TRUE
31,9,0,0,0,0,0,0,0,17,FALSE
12,2,49,230.32,35.1,1511.49,83.97,7,28,3,TRUE
90,23,0,0,0,0,0,0,0,39,TRUE
74,7,252,1383.95,26.74,71619.26,3978.85,57,153,13,TRUE
67,6,0,0,0,0,0,0,0,11,FALSE
19,3,42,201.91,21.25,1918.13,106.56,13,23,5,FALSE
237,36,898,6691.19,174.34,256814.15,14267.45,194,495,71,TRUE
16,2,34,144.43,19.1,1092.25,60.68,10,23,3,TRUE
13,2,0,0,0,0,0,0,0,3,FALSE
44,4,81,405,22.33,7344,408,24,49,7,FALSE
126,11,529,3253.22,59.64,177466.26,9859.24,113,287,21,FALSE
26,3,54,240.81,20.07,2889.71,160.54,23,30,5,FALSE
74,12,0,0,0,0,0,0,0,20,FALSE
31,7,116,590.15,39.72,8767.88,487.1,26,68,13,FALSE
27,8,87,418.24,31.87,5489.4,304.97,21,52,15,FALSE
26,3,103,505.41,21.57,11841.03,657.83,18,62,5,FALSE
83,18,0,0,0,0,0,0,0,35,TRUE
95,11,143,733.49,16.67,32273.45,1792.97,48,91,21,TRUE
7,2,14,50.19,14.34,175.66,9.76,5,9,3,TRUE
42,8,111,616.56,43.27,8785.97,488.11,34,69,11,TRUE
120,16,348,2218.51,46.52,105792.65,5877.37,89,196,25,TRUE
17,3,41,182.84,21.1,1584.58,88.03,12,29,5,TRUE
42,5,155,807.47,48.76,13371.62,742.87,33,86,9,TRUE
4,2,11,34.87,8.72,139.48,7.75,2,7,3,FALSE
14,2,29,116,13.88,969.43,53.86,8,16,3,TRUE
169,21,534,3413.5,67.59,172381.62,9576.76,139,332,37,TRUE
20,3,48,217.13,24.55,1920.77,106.71,15,25,5,FALSE
8,2,17,64.73,18.49,226.54,12.59,6,10,3,TRUE
89,21,0,0,0,0,0,0,0,35,TRUE
17,4,27,105.49,31.65,351.62,19.53,15,17,7,TRUE
16,2,41,180.09,25.28,1283.11,71.28,9,22,3,TRUE
157,17,588,3727.83,55.15,251971,13998.39,131,381,30,TRUE
83,13,212,1150.37,46.22,28631.38,1590.63,61,128,25,TRUE
30,5,81,418.76,27.53,6369.62,353.87,23,47,9,FALSE
8,2,26,104,24.31,444.89,24.72,4,15,3,FALSE
56,8,152,808.93,40.86,16016.87,889.83,42,86,15,FALSE
122,10,381,2473.4,92.11,66417.96,3689.89,92,215,19,TRUE
35,5,64,320,38.97,2627.37,145.96,28,40,9,TRUE
25,5,95,475,39.43,5722.62,317.92,22,49,9,FALSE
13,4,29,120.93,12.83,1140.18,63.34,10,17,7,TRUE
38,8,129,695.61,32.39,14940.47,830.03,29,77,15,FALSE
32,5,80,392.55,37.67,4090.8,227.27,20,44,9,TRUE
20,7,41,185.47,14.9,2308.02,128.22,16,25,13,TRUE
469,2,1186,8191.57,186.83,359168.94,19953.83,283,616,3,TRUE
7,2,17,64.73,11.99,349.52,19.42,5,11,3,FALSE
17,1,71,321.17,35.42,2911.97,161.78,11,37,1,FALSE
325,49,900,6359.48,149.47,270569.63,15031.65,241,529,97,TRUE
12,2,25,106.2,24.34,463.41,25.75,5,13,3,TRUE
15,2,35,151.27,28.36,806.76,44.82,13,19,3,TRUE
24,1,36,147.15,33.72,642.1,35.67,11,20,1,FALSE
26,4,123,630.9,26.48,15030.31,835.02,20,78,7,FALSE
28,3,70,286.12,12.01,6819.25,378.85,20,44,5,FALSE
138,41,328,1878.76,52.53,67193.22,3732.96,98,200,81,TRUE
14,10,97,396.48,9.18,17128.1,951.56,12,61,19,TRUE
27,2,128,615.34,25.4,14910.2,828.34,19,86,3,FALSE
26,7,75,371.56,27.34,5048.91,280.49,23,42,13,FALSE
50,6,109,580.09,45.8,7347.81,408.21,41,71,7,TRUE
181,21,592,3511,50.66,243321.3,13517.85,158,381,41,TRUE
34,3,0,0,0,0,0,0,0,5,FALSE
110,32,408,2358.79,50.04,111200.32,6177.8,86,243,63,FALSE
56,5,167,927.62,40.81,21086.71,1171.48,41,100,9,FALSE
34,4,84,427.35,34.92,5229.38,290.52,22,53,7,FALSE
4,1,5,11.61,7.74,17.41,0.97,2,3,1,FALSE
86,8,133,697.97,24.16,20163.7,1120.21,39,81,15,FALSE
16,2,36,158.12,19.17,1304.52,72.47,9,21,3,FALSE
6,1,10,28.07,10.53,74.86,4.16,3,6,1,FALSE
6,1,35,143.06,22.99,890.16,49.45,5,21,1,FALSE
250,49,1469,9673.31,99.72,938311.06,52128.39,139,1081,97,TRUE
32,7,93,498.25,33.51,7408.8,411.6,23,55,13,TRUE
537,81,1693,12270.74,127.89,1177372.47,65409.58,424,1001,161,TRUE
105,123,943,6075.7,159.53,231389.88,12854.99,97,605,245,TRUE
20,1,55,248.8,28.12,2200.89,122.27,13,32,1,FALSE
5,1,10,31.7,10.57,95.1,5.28,3,7,1,FALSE
5,1,11,34.87,13.95,87.17,4.84,3,7,1,TRUE
75,6,259,1510.72,53.95,42300.12,2350.01,67,147,11,FALSE
205,49,723,5176.59,135.04,198443.54,11024.64,171,446,86,TRUE
4,1,11,36.54,10.44,127.89,7.11,2,8,1,TRUE
67,22,299,1794,61.19,52596.82,2922.05,51,170,43,TRUE
19,2,28,112,17.23,728,40.44,8,15,3,TRUE
58,7,175,890.31,22.67,34959.35,1942.19,44,113,13,FALSE
17,2,52,235.23,19.05,2905.03,161.39,12,33,3,FALSE
23,3,93,513.69,43.78,6027.31,334.85,21,49,5,FALSE
56,10,190,1043.45,60.44,18015.85,1000.88,46,105,19,TRUE
21,6,0,0,0,0,0,0,0,11,TRUE
121,7,453,2871.95,128.71,64080.43,3560.02,73,285,13,TRUE
34,8,75,348.29,18.24,6649.16,369.4,28,45,15,FALSE
4,1,7,19.65,9.83,39.3,2.18,2,4,1,TRUE
21,2,39,168.56,31.6,898.96,49.94,10,23,3,FALSE
270,45,1069,6063.82,38.21,962387.34,53465.96,164,577,89,FALSE
312,27,1009,7396.9,179.95,304045.51,16891.42,236,601,53,TRUE
16,2,28,118.94,22.03,642.29,35.68,11,16,3,TRUE
10,3,21,85.84,13.38,550.79,30.6,6,14,5,FALSE
27,4,55,277.44,18.58,4141.81,230.1,19,33,7,FALSE
30,2,119,610.38,30.84,12079.19,671.07,27,72,3,TRUE
76,6,177,928.88,22.59,38187.42,2121.52,47,103,11,FALSE
26,6,0,0,0,0,0,0,0,11,TRUE
97,11,375,2241.48,68.75,73077.34,4059.85,75,224,21,FALSE
206,29,712,4790.28,92.7,247537.69,13752.09,157,394,57,TRUE
25,6,124,625.5,31.94,12249.47,680.53,18,77,11,FALSE
112,12,0,0,0,0,0,0,0,23,FALSE
12,4,31,133.98,19.14,937.86,52.1,8,17,7,FALSE
51,7,175,997.58,42.26,23548.86,1308.27,47,93,13,TRUE
53,3,158,851.99,50.34,14418.23,801.01,32,103,5,FALSE
21,3,49,224.66,15.28,3302.55,183.47,15,28,5,TRUE
45,5,127,680.41,45.36,10206.14,567.01,27,75,9,TRUE
22,3,77,381.47,40.8,3566.77,198.15,17,43,5,FALSE
162,45,416,2486.55,73.23,84426.99,4690.39,125,270,89,FALSE
112,48,406,2378.34,43.98,128628.57,7146.03,82,229,95,TRUE
70,9,216,1157.23,30.45,43974.79,2443.04,54,128,16,TRUE
23,7,0,0,0,0,0,0,0,13,TRUE
4,1,10,30,15,60,3.33,2,6,1,TRUE
62,9,152,857.87,70.03,10508.86,583.83,39,89,17,TRUE
40,5,132,711.79,35.59,14235.72,790.87,29,88,9,TRUE
80,8,246,1497.52,44.11,50840.66,2824.48,63,149,9,FALSE
22,3,48,214.05,16.99,2697.06,149.84,19,27,5,FALSE
4,1,4,8,5.33,12,0.67,2,3,1,FALSE
187,39,948,6768.29,113.02,405328.56,22518.25,160,523,77,TRUE
74,12,0,0,0,0,0,0,0,23,TRUE
7,1,16,55.35,18.98,161.44,8.97,4,9,1,FALSE
34,5,114,589.37,28.64,12128.64,673.81,23,68,9,FALSE
36,2,86,448.01,33.6,5973.51,331.86,24,51,3,TRUE
21,2,54,240.81,19.61,2956.6,164.26,15,37,3,FALSE
43,8,113,503.92,18.36,13829.69,768.32,34,75,15,TRUE
36,5,87,426.9,25.02,7283.97,404.67,29,48,9,FALSE
22,3,46,210.91,21.09,2109.08,117.17,17,26,5,TRUE
5,1,7,16.25,10.84,24.38,1.35,3,5,1,TRUE
12,3,38,178.62,20.41,1562.9,86.83,8,23,5,FALSE
34,4,0,0,0,0,0,0,0,7,FALSE
60,21,207,1297.22,30.96,54350.39,3019.47,46,121,35,FALSE
151,7,277,1878.44,41.9,84205.78,4678.1,80,177,12,TRUE
12,2,30,125.1,32.75,477.65,26.54,10,18,3,TRUE
15,5,46,202.05,8.98,4546.05,252.56,12,28,9,FALSE
5,1,7,19.65,6.55,58.95,3.28,2,6,1,FALSE
50,7,184,902.87,22.25,36630.64,2035.04,41,113,13,TRUE
14,3,42,181.52,15.13,2178.25,121.01,9,26,5,FALSE
51,4,162,894.82,43.1,18575.74,1031.99,29,103,7,TRUE
13,2,0,0,0,0,0,0,0,3,FALSE
466,110,0,0,0,0,0,0,0,219,TRUE
7,2,34,144.43,20,1043.09,57.95,4,21,3,FALSE
38,6,100,495.42,18.35,13376.33,743.13,21,61,11,FALSE
13,5,51,233.83,14.77,3702.36,205.69,10,32,9,TRUE
40,1,120,647.08,60.15,6961.67,386.76,23,72,1,FALSE
9,1,22,85.95,16.71,442.04,24.56,5,13,1,FALSE
4,1,5,11.61,7.74,17.41,0.97,2,3,1,TRUE
18,5,62,276.48,17.55,4354.63,241.92,15,44,9,FALSE
21,3,60,294.41,29.62,2926.82,162.6,17,34,5,FALSE
4,1,4,8,5.33,12,0.67,2,3,1,FALSE
70,17,0,0,0,0,0,0,0,33,TRUE
10,2,23,92,13.01,650.57,36.14,7,12,3,FALSE
57,12,163,933.65,52.03,16753.84,930.77,40,87,23,FALSE
76,4,0,0,0,0,0,0,0,7,FALSE
69,16,0,0,0,0,0,0,0,31,FALSE
4,3,21,84,10.91,646.8,35.93,2,14,5,TRUE
36,15,93,524.88,52.49,5248.79,291.6,34,63,16,TRUE
32,3,116,617.34,37.73,10101.99,561.22,27,76,5,TRUE
25,2,34,132.83,15.5,1138.58,63.25,13,19,3,FALSE
111,12,359,2162.03,44.1,105996.37,5888.69,84,221,22,TRUE
7,1,15,55.51,13.88,222.03,12.33,4,10,1,FALSE
68,24,384,2239.83,33.38,150285.35,8349.19,54,224,47,FALSE
7,2,24,100.08,22.75,440.34,24.46,4,13,3,FALSE
39,3,162,850.16,35.71,20237.61,1124.31,29,88,5,TRUE
134,23,0,0,0,0,0,0,0,45,TRUE
16,2,30,125.1,24.06,650.51,36.14,11,17,3,TRUE
125,13,0,0,0,0,0,0,0,25,FALSE
11,2,23,85.11,22.07,328.28,18.24,8,14,3,FALSE
59,8,233,1381.86,57.81,33029.87,1834.99,42,135,15,FALSE
25,7,109,563.52,22.1,14369.81,798.32,20,58,13,FALSE
5,1,11,36.54,12.18,109.62,6.09,3,7,1,FALSE
16,2,32,133.44,18.87,943.59,52.42,10,23,3,TRUE
34,1,110,559.62,57.08,5486.72,304.82,15,69,1,FALSE
11,3,39,165.67,14.17,1936.26,107.57,9,22,5,TRUE
52,13,171,949.83,53.34,16913.19,939.62,38,102,25,FALSE
29,3,76,361.37,25.1,5203.75,289.1,21,40,5,FALSE
120,13,404,2701.35,104.15,70068.25,3892.68,90,213,25,FALSE
48,3,157,927.38,70.84,12140.27,674.46,34,85,5,TRUE
6,1,13,43.19,21.59,86.37,4.8,3,7,1,TRUE
77,10,169,933.48,30.61,28471.2,1581.73,39,108,19,FALSE
5,1,15,53.77,12.8,225.85,12.55,3,9,1,TRUE
85,18,350,2083.96,47.48,91475.26,5081.96,68,211,35,TRUE
25,1,124,655.39,74.53,5762.91,320.16,17,73,1,FALSE
22,3,98,494.35,38.34,6374.52,354.14,16,63,5,FALSE
57,7,222,1129.42,29.9,42666.86,2370.38,49,137,13,TRUE
21,3,0,0,0,0,0,0,0,5,FALSE
25,3,93,477.02,37.55,6060.36,336.69,18,50,5,FALSE
20,3,47,215.49,34.21,1357.61,75.42,15,26,5,FALSE
17,1,68,326.9,33.53,3187.28,177.07,10,42,1,FALSE
92,3,556,3609.47,127.21,102418.72,5689.93,71,329,5,TRUE
11,2,45,208.97,37.15,1175.48,65.3,7,25,3,FALSE
